name	seq
roilo boley raakhley kaarey	rmmmmpppppppppddd's's's's'snn'sndndpppppppDDDNppNDpmNNNDppgggrssrmmmmppppppppppmppdd's's's'r's's's's's's's's'r'r's'r'g'r's'sndndppppppppmppdd's's's'r's's's's's's's's'r'r's'r'g'r's'snnddnnddpppppppppdd'r'r's's'snnnnnddpppnnnnnddpppgggggrrsssrrmmmmmmmmpppppppppppprrrrmmmmmmppppppppppppppdd's's's's's's'snnnnnddddppppppDDDDDNNppppDDppppDDmNNNNNDDpppgggggrrsssrrrrmmmmmmppppppppppppppdd's's's's's's'snnnnnddddppppppDDDDDNNppppDDppppDDmNNNNNDDpppgggggrrssspppppmmpppdd's's's's's's's's's's'r'r'r'r'r'r'r's's'g'g'g'g'r'r's'snnddddnnddpppppppdd'r'r's's'snn's'snnddpppnnnnnddpppgggggrrsssrrmmmmmmmmppppppppppp
sedin dujoney	.nsGrGrGGpppDpmpmGGGpppDpmGGrrss.nssGGGGGGGrr.nssGGrrGGrrGGGpppDpmpmGGGpppDpmGrs.nsGGGGGGGmpppppppmpNNNdNd'sNdppDppmgggmmmmmppmmpGGGGrss.nssGGGGGGGrr.n.nssGGrrGGrrGGGppppppDppmmpmmGGGppppppDppmmGGrrss.nssGGGGGGGGpp's's's's's's's'snn's's's's's'r'r's'sNNNNddNNNrrGGmmmmppppppppDDNNppDDppmpppppNNNNddNNddNNNdd's'sNNNNDDDpppppDDppmmggggggggmmmmmmppmmpGGGGrss.nssGGGGGGGrr.n.nssGGrrGGrrGGGppppppDppmmpmmGGGppppppDppmmGGrrss.nssGGGGGGGG.n.n.n.n.n.n.p.p.n.n.nsssssssGGGGrrmmGrrss.n.nssppmmGGrrssssr.n.nsssssssssmmpppppppppppmmppNNNNNddNNddNNN's'sNNddppppdppmmggmmmmmmmmmggmppDppmmGGrrsssr.n.nsssssssss.n.n.n.n.n.n.p.p.n.n.nsssssssGGGGrrmmGrrss.n.nssppmmGGrrssssr.n.nsssssssssmmpppppppppppmmppNNNNNddNNddNNN's'sNNddppppdppmmggmmmmmmmmmggmppDppmmGGrrsssr.n.nsssssssss's's's's's's'sn's's's's's'r'r's's's'sNNdNNNNNdd's'sNNNNNNddNNNdddd'sNNddppppp's's's's's's'sn's's's's's'r'r's's's'sNNdNNNNNdd's'sNNNNNNddNNNdddd'sNNddpppppppNNNNddNNddNNNdd's'sNNddpppppppddppmmggggggggmmmmmmppmmpmmGGrrGGGrrss.nssGGGrr.n.nssGGrrGGrrGGGppppppDppmmpmmGGGppppppDppmmGGrrss.nssGGGGGGG
shara jibon dilo aalo	ggggggrrrsss.n.nsrrrssssss.p.p.d.n.n.n.n.n.n.n.n.n.n.d.nss.nsrrrrrrrggggggrrrsss.n.nsrrrsssssspppMppMppMppMppdddpddnnndnn's's'sn'r's'sndpppnnnddndpppppppnnndppMdpMgrrgggrrrssssssggggggrrrsss.n.nsrrrssssss.p.p.d.n.n.n.n.n.n.n.n.n.n.d.nss.nsrrrrrrrnnndppssssssssss.nsrrrrrrrpppMppMppMppMppdddppdnnnddn's's'sn'r's'sndpppnnndddpppppppnnndppMdpMgrrgggrrrssssssggggggrrrsss.n.nsrrrsssss
sheemar maajhey ashim	dpMpmmgmrsssrmmmmgmrrrrgrpppMpMppppppdn's'g'r'sn'sdNpp's'sndNdNprrggmmpdpMpmgmrssrmmmgmrrrgrppMpMppppndn's'sn'r's's's's'sd'sn'r's'sn'sddNdprrrgmpmgmgrsssmmmgpMppppdn's'g'r'sn'sdNppp'sndNdNprrggmmpdpMpmgmrssrmmmgmrrrgrppMpMppmmgrssssrrrrrgmpddpMpmgrgrgmprgrgmprgmddpMpmgmrsppndn'sn'r'sn's's'sdn'sn'r'sn's'sdNdprrgmpmgmgrsssmmgpMppppdn's'g'r'sn'sdNppp'sndNdNprrggmmpdpMpmgmrssrmmmgmrrrgrppMpMp
sheeter hawaey laglo nachon	g'g'g'r's'snn's's'r's'sppMMdpppppmmggrrrggggmmmmpppppppppMMpppddnnnnn's's'r'r'r'r'g'g'g's's'g'g'g'g'g'g'g'g'g'r'r'r'r'r'r's's's's'snnnnnddppp'g'g'g'g'g'r's'snn's's'r's'sppMMdppppmgrrggmmppppppppMMpdnn's'r'r'r'g'g'g'g'g'g'g'g'g'p'p'p'm'g'g'r'r'm'g'r's's's's's's's'sMMpdnn's'r'r'r'g'g'g'g'g'g'g'g'g'p'p'p'm'g'g'r'r'm'g'r's's's's's's's'spppMppMpppdppMMpdn's's'g'g'r's's'g'g'g'r's'snn's's'r's'sppMMdppppmgrrggmmpppppppppppMpppdppmgmrggmpprggmppppppp'sn's'sndpppppppppdppmgmrggmppMppdnn's'r'r'r'g'g'g'g'g'g'g'g'g'p'p'm'g'g'r'r'm'g'r's's's's's's's'spppMppMpppdppMppdn's's'g'g'r's's'g'g'g'r's'snn's's'r's'sppMMdppppmgrrggmmppppppp
shei bhalo shei bhalo	p'sNdpmgmppnn'sd'sNdpd'sNdpmgmp'sNdpmgmpp's's'm'g'r's'rn'sn's'r'sn's'snn'r'sNdpgmpdNp'sNdpmgmppmdddnn's's'r'snn's'snn'snn'snn's'snn'sn'r's'sNdddNN'r's'sNNNddpppdppdNdpppppnnnn's'sggmpp'spp'sNddpmgmmppmmmdpmmgrgmmNNNdNNN'r's'sNdpppdNNNdddd's'snn'snnn'snn'snnndn's'sddd'sNddpdpmmgsgggmmNNNdNNN'r's'sNdpppdNNNdddd's'snn'snnn'snn'snnndn's'sddd'sNddpdpmmgsgggmmmmmmNNdddnnn's's's'r'snn's's'snn's'sn's's'snnn'r'sdd'sNdddmmmNNdddnnn's's's'r'snn's's'snn's'sn's's'snnn'r'sdd'sNdddNN'r'sd'sNdppmggmpdddddddNppdpdNdpppnn'spp'sNdpmgmp
shoghono gohono raatri	smmmmmmmmmpmpmGGGGGGGmmmmmmmmrrssrrrsssssssssmmmmmmmmmmmmmmmmmmgpppppppppppgmpdN'sn'sNNNddNpppmmmmpmpmGGGGGmmmmmrsrrssssssmmddddddnnn's'r'sdnn's's's's's's's's'sn's's'snn'r'r's's'sn's'r's'sNNdddddddNdNpmp'sNNNDDDDNNddNpppmmmmpmpmGGGGGmmmmmrsrrsssssssmmmmmmmmggmppppppppppppmmddddddddddNNppppNNNNNNNNNNNNNNd's's's'sNNNNNNddNNddppppddNNNdddssmmmmmmmmmmmmmmmggmppppppppppppmmddddddddddNNppppNNNNNNNNNNNNNNd's's's'sNNNNNNddNNddppppddNNNdddmmmmddddddddddnnnnnn's'snn's's's's'snn's's'm'm'G'G'G'G'G'G'G'G'm'm'm'r'r'r's'snn's's's's's's's's'snnn's's'r'rnnn's's'r's's's's'r'r's'smmggmmppddNN's'sNN's'sNssmmmmmmmmmmmmmmmppmmppmmGGGGGGGGmmmmmmmmrrssrrrssssss
shohey na jatona	pmggrsrs.nssgmpppdNNdppddNNNdppdmmpgggggggpmmmmpggggrssssrss.n.ns.d.d.n.nss.n.n.d.d.p.pssggmgggsgmggpmggrsrs.nssgmpppdNNdpdNNdpdmpggggpmmpggrssrs.ns.d.ns.n.d.psgmggsgmggpp's's's's's's's'r's's'snndpdpmpgggggmpmpmggrs.nrssgmpppdNNdpdpmpmggggpp's'spp's's's'g'r'r'r's'sn'sndn's'r'sndppnd'snnnnpmggrsrs.nssgmpppdNNNdppddNNNdppdmmpgggggggpmmmmpggggrssssrss.n.ns.d.d.n.nss.n.n.d.d.p.pssggmgggssggmgggggg
shokhi bhabona kaharey boley	gmpp's's's'sndppppdmpdpmpmggsss.nsrrgmppMpdddNddpdpmmpppdpmmdpmgrppsssrgrs.nss.p.p.psss.nsrgmpddNdpdpmpmgmgrpmpppdpmgggrsrgrrs.nssspppnnnn's's's's's's's's's's's'r'r'snnnndppn's's's's's'sppppppdNN's'sNNNNdppdpmmggggmppmgggrrsssspppppppppppdNN's'sNNNdpppdpmmgggggggggggmppmgggmppmggggrrspppnnnn's's's's's'sn's's's's's'r'r's'snnnnpnn's's'sdNNNdppppppdNN's'sNNNNdpppdpmmgssspppppppppppdNN's'sNNNdpppdmpmmggggggggmppmpmgggggmppmggggrssppppnnnn's's's's's'sn's's'sn's'r'r'snnnndppn's's's's'spppppppppdNN's'sNNNNdpppdpmmgmppp's's's'snddppppdmmpdppmpmmggsssss.nsrrgmppMpdddNddpdpmmpppdpmmdpmmgrpppssssrgrrs.nss
sraboner dhaarar moto	sggmpp's'snpMpmggmpmgsggmppnndn'snnnpppMMpmmmgrrggsgggmppp's's'snppMpmmgggmppmggggpppn's's's's's's's's's's's'r'snndppnnpppppppMMpMMpMnddpmmmgrrgmgg's'g'g'g'g'g'm'p'p'm'm'g'g'g'm'g'r'r'rnn'r's's'snnsgggmpp's'snpMpmggmpmgggss.nssggssgggmpmgpppMpMppMndpmgrgmgppn's's's's's's's'r'snndpnnpppMpMpMpMndpmmgrgmg's'g'g'g'm'p'p'm'g'g'm'g'r'rn'r's'snnsggmpp's'snpMpmggmpmg
swopney aamar money holo	pp'sndpMpgdddddn's'g'r'sndp'spp'sndpMpgdddNddNdNNdpppMdpppmmmmmmmmmmmmgp'g'r'sndpMpgddpdpnnnnn'sndn's's'g'r'p'm'g'r'snndd'spdpnnnnn'sndn's's'g'r'p'm'g'r'snnndd'sddnnn'sndddpMMMdpddn'snndpppMdpmmmmmmmmgggppppMMpMpddnnn'sdd'snppnn's's's'g'r's'sndrrgmpdn's'spppp'snddpMpggdddd's's's's's's's's'sn'r's'snddnn's's's'sn'sddnpp'sdd's's's's's's's's'sn'r's'snddnn's's's'sn'sddnpp'g'g'g'g'g'g'g'r'g'g'g'p'g'r'r's's's's'g'g'r'r'r's'sndd'snnn'sdd'snnppMMpdnnnndd'snppmmmmmmmmmmmgppMMpdnnpMMpdn's'r'g'g'r'sndpppp'snddpMpggddddddn's'g'g'r'snndp's'sppp'snddpMpggd
tomaar kachhey e bor maagi	s'R'sNNdNDppNNDDpmppDN's'sNDpmGGGGrGGG.D.D.D.D.N.N.N.Nsss's'R's'sNNNNdNNDDpppNNNDDDDppmmppppDN's'sNDpmGGGrGG.D.D.N.NsssGGrGGrGGGrGmpppDNDpmGGGrGGmNDDNN's's's's'sDDDDNN's's's.D.D.D.D.N.N.N.NssssssssssssrrGGGGmmmmmmmmmNNDDNN's's's'R'R's's's'sNNDDppDmmNNDDNN's's'ssssssssssrrGGGGmmmmmmmmmNNDDNN's's's'R'R's's's'sNNDDppDmmNNDDNN's's's's'sDDDNN's's's'R'R'R'R'R'sNN's's's's'sDDDNN's's's'R'R'R'R'R'sNN's's's's's'G'G'G'r'r'G'G'r'r'G'G'm'G'G'r'r'G'G'R'R's's's's'sDDDNN's's'R'R's'sDDDNN's's's.D.D.D.D.N.N.N.Nsss's's'R's'sNNNNdNNDDpppNNNDDDDppmmppppDNN's'sNNDDpmmGGGGGrGGG.D.D.D.D.N.N.N.Nss
tomaar khola hawa	ppmggrrrrppppmmppmggggggggggsggmmppdmppppppmmggrrrrrppppmmppmgggggggggg's's's's'g'g'r'r'r'g'r'r's's's's's's'r'snnnn'r's's'r'snn's's's'r'snn'sndddn's'sn'snnndppmmgmgrrrppmpmgggggggggsssggggmmmpppddppppppmmmmmddpppddpmmmmmppddpppddpmmppmmggggmmgrrggsssssgggggggmmmmmpppddppppppmmmmmddpppddpmmmmmppddpppddpmmppmmgggggnnnnnnnnnnnnn's's's's's's's's'snnnn's'snnnnnnnnnn's's's's's's's's's's's's's'snn'r'r's's's'r'r'snnnn's's's's's'r'r'snn'sndddnn's'snnndppppdpmmmmdppdpmmpmggggmggrrrppmpmgggggggggsssggggmmmpdpdpmpmgggggggmmpppppppppddddndppnn'sndndpppnn'sndndpdpmpmgggmgrgsssggggmmmpdpdpmpmgggggggmmpppppppppddddndppnn'sndndpppnn'sndndpdpmpmgggggg's's's'g'r'r'g'r's's's's'r's's'r'snnnn'r's's'r'snn'sndppddn'snnnnnnnn's's's'g'r'r'g'r's's's's'r's's'r'snnnn'r's's'r'snn'sndppddn'snnnnnnnn's's's's's's's's's's's's's'r'snnn'r'r'r's's'r'snn's's's'snn'sndddnn's'snnndppppdpmmmmdppdpmmpmggggmggrrrppmpmgggggggg
tomaaro oshimey	ppnd's'snnppMdppmmgmpgggmnnddppppmmmggmppggrrsssssssmmmmmmgggggggppMMppppppppnnnnnnnn'snndn'snnppppnd's'snnppMdppmmgmpgggmnndddppppmmmggmppggrrssspppnnnnnnnnnn's's's'r'rnn's's's's's's's's's's's's's's's's'r's'snnnppppnnnnnpppnnnnnnnnnn's's's'r'rnn's's's's's's's's's's's's's's's's'r's'snnnppppnnnnn's's'g'g'r'r'r'r's's'snnnppddppmmgggggggmmppnnnnnnn's'snnnddn's'snnddpppppppnndd's's'snnnppppMddpppmmmggmppggggmmnnndddppppmmmggmppggrrsssssssppppppppppppppppppppddmmmppnnnnnnnnnnn's's's's's's's'snnnnpppssssppppppppppppppppppppddmmmppnnnnnnnnnnn's's's's's's's'snnnnppp's's's's's'sNNNNddppddppppmmmmgggggggggggggmmppmmggggrrssssspppnnnnnnnnnn's's's'r'rnn's's's's's's's's's's's's's's's's's's'r's'snnnnppppnnnnn's's'g'g'r'r'r'r's's'snnnppddppmmgggggggmmppnnnnnnn's'snnnddn's'snnddpppppppnndd's's'snnnppppMddpppmmmggmppggggmmnnndddppppmmmggmppggrrss
tomaey gaan shonabo	rmGrsrpmGrsssrs.N.NsrmmgrGrssGGGGGGGrrGrmGrGrsrpmGrssmgrsr.Nsrmgrrppmpmgrs.NsrmgrGGGGGGGGrrrGrmGrrGrssrpmmGrsssgggggggggmggmgpmGGrGrssrpmmGrsssmmmmmpppppmmmNddNddNNddpdmmmppppppppmmpNNNddpdpmmgrrGGGGGGGGGGGrrrGrmGrrGrssrpmmGrsssgggggggggmggmgpmGGrGrssrpmmGrssssss.nssgmmpdpmmgmmmmpppppmpppdNddNdppdpmmgrgggmpmGGrs.nssgmmpdpmmgmmmmmmmppppppmNddNddNNddpdmmpppppppppmmpNNNddpdpmmmgrrmmggrGGGGGGGGGGGGrrrGrmGrrGrsrpmGrssgggggggmgmgpmGrmGrsrpmGrss
tomar holo shuru	ggggggrs.n.nssrrrrrrr.p.d.n.n.n.nsrgrssssssggggggrs.nsrrrrrr.p.d.n.n.n.nsrgrssssssgMgppppppMddddddpdnnnnndpMp's's's's's's'sggggggrs.nsrrrrrrr.p.p.d.d.n.n.n.n.nssrrggrrsssssssggppppggggppdddd's's's's's's's's's's'snn'r'r'r'r'r'r'r'r'r'r'r's'g'g'g'g'g'g'g'g'g'r'r'r's's's's's'snddnnddpppppppssssssssssssss.nrrrrrrrrrggggggggrrss.n.nssrrrrrrr.p.p.d.d.n.n.n.n.nssrrggrrsssssssggMMggppppppppppMMpppppppddddddddppMMpppppppppnnnnnnnnddppMpddddddpMMMMMgrgggggggggppgggpd's's's's's's's'ssssssssss.nrrrrrrgMgppppMppppppppnnnnnndpMp's's's's's's'sggggggrs.nsrrrrrr.p.d.n.n.n.nsrgrsssss
tomarei koriyachhi	ppdnd's's'snddprgmdpmgrgrssssmgmpppdndn's'r's'r'g'r'sn'sddpddNdNdpmpmgggmrgrrggmppmmggggrggrrssspppp's'sd's's's's's's's's's's's'snddnn's's'r'r'r's's'r'sn'sdpdp'sd's's's's's's'sndn's'r'r's's'r'sn'sdpdpmgmppdndn's'r's'r'g'r'r's's'snddpddNdNdpmpmgggmrgrgmpmggrgrssddNdppdmpmggmgrgrgmpmmggrgrssssmgmppdndn's'r'g'r's'snnn'sddNNdpppppp's'sdd's's's's'r's's's's's's'snddnn's's'r'r'r's's's's'r's'snn'sddpddpp's'sdd's's's's'r's's's's's's'snddnn's's'r'r'r's's's's'r's'snn'sddpddppmmggmmppppddnndnn's's'r'r's's'r'g'g'r'r'r's's'snndddppddddNddNNddpmmpmmgggggmrrgrrggmppmmggggrggrrss
tomari gehey palichho snehey	sssgggmmmppd's'sNddmpdmgggsssgggmmmppd's'sNddmpdmgggnnnnnn's's'sppd's'sNddmpdmgggsssgggmmmppd's'sNddmpdmgggmppnnnn's'sn's's'snnn's's's's's'rNddpdddpmgrgmmmppd's'sNddmpdmgggsssgggmmmppd's'sNddmpdmgggmppnnnn's'sn's's'snnn's's's's's'rNddpdddpmgrgmmmppd's'sNddmpdmgggsssgggmmmppd's'sNddmpdmgggmppnnnn's'sn's's'snnn's's's's's'rNddpdddpmgrgmmmppd's'sNddmpdmgggsssgggmmmppd's'sNddmpdmgg
tomari jhornatolar	n'sndppprggrggmmpppprgrgmpppprgmdpmgmmrssssmgmrrsssssmggppmmpddn's's'r's'snndd'snnddpppprgrgmppprgrgmpppppppndnn's's'sndpMMpppndnnnnppMpMpMnnndpppmmggpmmmmpppndnn's's'sndpMMpppndnnnnppMpMpMnnndpppmmggpmmmmmmmggrrpMdppprrpMppppppdnn'sn'g'g'r'sndnddn's'r'g'r'sndd'sndpprgrgmppprgrgmppppsssmmmmmmmmmgpppdnn'sndpppppppddn's'sndpmmmmmmmpnndpMpmgmrssssssssmmmmmmmmmgpppdnn'sndpppppppddn's'sndpmmmmmmmpnndpMpmgmrssssspppndnn's's'g'r'sndndndd's'spppppdnn's'sndpppdppmmmmmpppndnn's's'g'r'sndndndd's'spppppdnn's'sndpppdppmmmmmpmmmmmmmmgrrpMdpprgrpMdppppppppddnnnn's's's'g'g'g'r'r's'snnddnnddddn's's'r'g'g'r's'snnddd'snnddpppprggrggmmppppprggrggmmpp
tomaro geeti jagalo sriti	ssr'r'r's'sNdNpddppsssrrsrrmmGGGGGGmpppmpppNdNdNdNdNdppmp's'smGGGGGGssssrr'r'r'r's's'sNNddNNppddpppssssssrrrrsrrmmGGGGGGn's'sn'sp'r'r'sNd'sNdppmNddNdNdpppdmppn's'sn'sp'r'r'sNd'sNdppmNddNdNdpppdmppGDDpDpDpmmpGmmmmNNdpmpNNmGGGGGGssr'r'r's'sNddNNppddpppssssssrrrrsrrrrmmmGGGGGGGssssGGGGGrrGGGrrGGGGGGrrGGGrrGGrrssssr.n.n.n.nssssssssssgggggggggssggmmppdgggmmmmmppmmGGGGGGrrmmGGGGGGGrrmmGGrrssrr.n.nssssssssnnnnnnnnnnnpnnnn's's's's'r'r'snn's's'snn's's's's'r'r'r'r's's'snn's'snn'r's's'sNNpnnnnnnnnnnnnnpnnnn's's's's'r'r'snn's's'snn's's's's'r'r'r'r's's'snn's'snn'r's's'sNNpnnnn's'sn'r's'sNNdNdpppppmm's's'sNNNdNdppmp's'smGGGGGGssr'r'r's'sNdNpddppsssrrsrrmmGGGGG
tumi daak diechho kon shokaley	ssssrrrGrGpmGrss's'sNdpdNNdpmGrsrrrGpmGrrsssggggggggssggmggmpmgmrmGrs.n.nssppmpmGmpn's'sn's'G'r's's'r'snn's's'rN'sNpmGmpn's'sn's'G'r'r's's's'r'snnn'sNN'sNddppppdN's'sNNppdpmmggmmmGrs.nsssrrrGrrGpmGrrss.nssrGrrmGrrssgggggssgmggmrrGrrGrrrGmGrrsrrrpmrrGrmGrssspppmpmmGmppnnn'snn's'G'r'r's's'snnnn's's'rNN'sNpmmGmppnnn'snn's'G'r'r's's'snnnn's's'sNddppppdN's'sNdppdpmmgrgmmmGrs.nsssrrrGrrGpmGr
tumi je shurer aagun	s's's'rn's'snn'sd'snndpppppddnnnnnnpppppppmmmmddppmmggggggggggmmmmppppppppppppddnnnnpppdd's's's'spppdddd'r'r'r's's's's's's's'sn's'snn'sd'snndppppdnnnnnnnn's's's's's's's's's's's's'r's's'sn's'snndpppdndpppdndppppppmmdpppmpdpmgggggggmmmppppppdnnnppd's's'sppd'r'r'r's's's's's'rn's'snn'sd'snndppppdnnnnnssssrrrgrggmmdpmpggmppppppppddd'r's'snd'snndpppppppprrrgrggmmdpmpggmppppppppddd'r's'snd'snndppppppp's's's's's's's's's's'sn'r's's'snn'snndpppdndpppdndppppppmmdpppmmpdpmgggggggmmpppppppdnnnppd's's'sppdd'r'r's's's's's'sn's'snn'sd'snndppppdnnnnn
tumi kemon korey gaan koro hey guni	ddNNN'r's'sNdpddppmmmgggggggmmmmmmmggmmmpppppmmggmmmdddddmmgmm's's's'sNdNNN'r's'sNdpddpmmggggmmmmmmmmmNdddnnn's's's'r's'snn's's's's's'snnnnnn's'snn's'sn'sn'r's'sNNddddmmmNdddnnn's's's'r's'snn's's's's's'snnnnnn's'snn's'sn'sn'r's'sNNddddddddddNN's's'g'g'm'm'r'rnn's's's's's'snnnnnnnnn's's'smmmmmmmmggmmppddppddppddppddNNNNN'r'r's's'sNNddppdddppmmmgggggggmmmmmmmssssssrrrrrrrrgggggggmmrrgmmmmmmmmmmmmmpppppppppppppddddddddddNNdddddddddssssssrrrrrrrrgggggggmmrrgmmmmmmmmmmmmmpppppppppppppddddddddddNNdddddddddmmddddddddddnnnnn's's's's's'r'r's's'snnn's's's's's's'snnnnnnnnnnn's'snnn's's'snn's'snn'r'r's's'sNNNddddddddddddddNNN's's's's's'g'g'g'g'm'm'r'r'rnnn's's's's's's'snnnnnnnnn's's'smmmmmmmmggmmppddppddppddppddNNNNN'r'r's's'sNNddppdddppmmmgggggggmmmmmm
tumi ki keboli chhobi	ssssrrrsrrpppppmppdpmpmGGGGG's's's's's's'sNN's's's'sNNddNNNNNNddNNddNNddddNNNNNdd's'sNNddppppp's'sNddNdNddNppppppmpppmpdpmpdppmmpddpmmGGGGGGmmmmrrssss'r'r'r'r'r'r'r'r's's's's's's's'rnn'sppnnn's's's's's's's's's's'sNN's'sNNNddNNddppmmpmmGGGssssssssrrrrrrsrrrrppppppppssssssssssss.n.nssrrrrrrrrrrrrrrrrrrrppmmmmrrmmGGrrsssssssssssssssss.n.nssrrrrrrrrrrrrrrrrrrrppmmmmrrmmGGrrsssssmmpppppppppmmpppppppppppppmmppppppp's's's's's's's's's'snn's's's'sNNNddNNddppppppppddmmpppmmGGrrsss'r'r'r'r'r'r's'sn's's's's'spp'r'r'r'r'r'r'r's'snn's's'spp'r'r'r'r'r's's's'sNNddddNddNpppppppNNNNNNNNddNNddddNppddmmppppppp's'sNNddddNddNppppmmppddppmmpmmGGGssssssssrrrrrrsrrrrppppppp
tumi kon kanoner phool	ssmmmmmmmgmpDppppmrmGrsrs.n.n.n.nssssrrrssssr.n.nssrrGrrGGGGrrppppmmrrmGGrrssrrs.n.n.n.nssssssmmmmmmmmgmpDppppmrmGrsrs.n.n.nsssss.nsgmppDppNDDppppDDpmmppmmgggggmmggpmmgmmppmmGGmGGrss.nssmGGrsssssssss.n.nssggmmppppDppNDDppppDDpmmppmmgggggmmggpmmgmmppmmGGmGGrss.nssmGGrsssssssrss.nss.n.nsrrGGGrrGGrrrrGGmmpppmmrrmGGrrssrrs.n.n.n.nssssssmmmmmmmmmmmggmppDppppppmmrrmGGrrssrrs.n.n.n.nssssrrrssssrss.nssrrGrrGGGGGRRGRRssssrrs.n.nsrrGrrsssssssrrs.n.nsssggmmppDmmpmmGGGGmmppmmGGGGrss.nssmGGrsssssssrrrssssrss.nssrrGrrGGGGGRRGRRssssrrs.n.nsrrGrrsssssssrrs.n.nsssggmmppDmmpmmGGGGmmppmmGGGGrss.nssmGGrsssssssss.n.nsssggmmmppppDppNDDppppDDpmmppmmgggggmmggpmmgmmmmmmrrmGGGGGGGrrss.nss.n.nsrrGGGGGmmGrrrrGGmmpppmmrrGmmGGrssrrs.n.n.n.nssssssmmmmmmmmmmmggmppDppppppmmrrmGGrrssrrs.n.n.n.nsss
tumi robey nirobey	ggggmgrgmmmmmggpMpndpMpdmpgmggpmggmgrgmmmmmmmgrs.n.d.pssssss.nsrrrsrgggggggpmggmgrgmmmmpppMdpndnn's's's's'sn's'g'g'g'm'p'm'g'g'r's's'snndpndnn's's's's'sn's'g'g'g'm'p'm'g'g'r's's'snnndpMp's'sndnndpMpdpmgmpmggggpmggmgrgmmmmmmggppMpMpndpMpdmpgmrggpmggmgrgmmmmmmpppppMppppmmgggmgrrgmgggggggmrrrmggMpMppMppMpMpndpMpppppppppppMppppmmgggmgrrgmgggggggmrrrmggMpMppMppMpMpndpMpppppppMdpndnn's's's's'sn's'g'g'g'm'p'p'm'g'g'r's's'snndpndnn's's's's'sn's'g'g'g'm'p'p'm'g'g'r's's'snnndpMp's'sndnndpMpdpmgmpmgggggpmggmgrgmmmmmmggppMpMpndpMpdmpgmrggpmggmgrgmmmmm
